Iteration: 100 || Loss: 4.1604 || 4.0982 sec. || Acc：0.5104166666666666
Iteration: 200 || Loss: 1.7077 || 6.1779 sec. || Acc：0.8125
Iteration: 300 || Loss: 1.5749 || 6.2166 sec. || Acc：0.8020833333333334
Iteration: 400 || Loss: 1.2166 || 6.1858 sec. || Acc：0.8541666666666666
Iteration: 500 || Loss: 1.1939 || 6.2735 sec. || Acc：0.875
Iteration: 600 || Loss: 1.2083 || 6.2171 sec. || Acc：0.8541666666666666
Iteration: 700 || Loss: 1.0961 || 6.5163 sec. || Acc：0.875
Iteration: 800 || Loss: 1.8400 || 6.3780 sec. || Acc：0.8333333333333334
Iteration: 900 || Loss: 1.0572 || 6.3780 sec. || Acc：0.8958333333333334
Iteration: 1000 || Loss: 0.9263 || 6.4944 sec. || Acc：0.8958333333333334
Iteration: 1100 || Loss: 1.2993 || 6.3424 sec. || Acc：0.8229166666666666
Iteration: 1200 || Loss: 0.7983 || 6.4009 sec. || Acc：0.8958333333333334
Iteration: 1300 || Loss: 1.0914 || 6.3562 sec. || Acc：0.8854166666666666
Iteration: 1400 || Loss: 1.2197 || 6.2475 sec. || Acc：0.8854166666666666
Iteration: 1500 || Loss: 0.8842 || 6.2626 sec. || Acc：0.90625
Iteration: 1600 || Loss: 1.2830 || 6.3893 sec. || Acc：0.8541666666666666
Iteration: 1700 || Loss: 1.2045 || 6.3583 sec. || Acc：0.8958333333333334
Iteration: 1800 || Loss: 0.7119 || 6.3882 sec. || Acc：0.9270833333333334
Iteration: 1900 || Loss: 1.1421 || 6.5420 sec. || Acc：0.90625
Iteration: 2000 || Loss: 1.0224 || 6.5320 sec. || Acc：0.8958333333333334
Iteration: 2100 || Loss: 1.1628 || 7.2695 sec. || Acc：0.8645833333333334
Iteration: 2200 || Loss: 0.8302 || 6.9169 sec. || Acc：0.8958333333333334
Iteration: 2300 || Loss: 0.8386 || 6.4101 sec. || Acc：0.9166666666666666
Iteration: 2400 || Loss: 0.7923 || 6.4506 sec. || Acc：0.9375
Iteration: 2500 || Loss: 1.0098 || 6.6161 sec. || Acc：0.875
Epoch 2/10 | train |  Loss: 1.0745 Acc: 0.7258
Epoch 2/10 |  val  |  Loss: 0.5796 Acc: 0.8707
Iteration: 100 || Loss: 0.2984 || 6.8655 sec. || Acc：0.96875
Iteration: 200 || Loss: 0.9302 || 6.6788 sec. || Acc：0.875
Iteration: 300 || Loss: 1.1552 || 6.6750 sec. || Acc：0.8854166666666666
Iteration: 400 || Loss: 0.5921 || 6.6700 sec. || Acc：0.9479166666666666
Iteration: 500 || Loss: 0.5994 || 6.7244 sec. || Acc：0.9166666666666666
Iteration: 600 || Loss: 0.4919 || 6.6793 sec. || Acc：0.9270833333333334
Iteration: 700 || Loss: 0.7156 || 6.8524 sec. || Acc：0.9270833333333334
Iteration: 800 || Loss: 0.5110 || 6.7703 sec. || Acc：0.9583333333333334
Iteration: 900 || Loss: 0.8895 || 6.9183 sec. || Acc：0.8958333333333334
Iteration: 1000 || Loss: 0.9004 || 6.6600 sec. || Acc：0.9375
Iteration: 1100 || Loss: 1.0191 || 6.7705 sec. || Acc：0.8958333333333334
Iteration: 1200 || Loss: 0.5925 || 6.8403 sec. || Acc：0.9479166666666666
Iteration: 1300 || Loss: 0.7784 || 6.6744 sec. || Acc：0.9166666666666666
Iteration: 1400 || Loss: 0.8155 || 6.8652 sec. || Acc：0.8958333333333334
Iteration: 1500 || Loss: 0.5360 || 6.7510 sec. || Acc：0.9166666666666666
Iteration: 1600 || Loss: 0.4733 || 6.7441 sec. || Acc：0.9479166666666666
Iteration: 1700 || Loss: 0.4052 || 6.8352 sec. || Acc：0.9479166666666666
Iteration: 1800 || Loss: 0.5454 || 6.8469 sec. || Acc：0.9270833333333334
Iteration: 1900 || Loss: 0.4014 || 6.7161 sec. || Acc：0.96875
Iteration: 2000 || Loss: 1.3025 || 6.7729 sec. || Acc：0.8333333333333334
Iteration: 2100 || Loss: 0.7429 || 6.8284 sec. || Acc：0.9166666666666666
Iteration: 2200 || Loss: 0.4979 || 6.9550 sec. || Acc：0.9166666666666666
Iteration: 2300 || Loss: 0.6796 || 6.8397 sec. || Acc：0.8958333333333334
Iteration: 2400 || Loss: 0.5376 || 6.9617 sec. || Acc：0.9375
Iteration: 2500 || Loss: 0.4063 || 6.9583 sec. || Acc：0.96875
Epoch 3/10 | train |  Loss: 0.7483 Acc: 0.8205
Epoch 3/10 |  val  |  Loss: 0.3961 Acc: 0.9167
Iteration: 100 || Loss: 0.5892 || 6.9448 sec. || Acc：0.9375
Iteration: 200 || Loss: 0.5290 || 7.1464 sec. || Acc：0.9375
Iteration: 300 || Loss: 0.3334 || 7.1328 sec. || Acc：0.9479166666666666
Iteration: 400 || Loss: 0.6046 || 7.1311 sec. || Acc：0.90625
Iteration: 500 || Loss: 0.6909 || 7.1239 sec. || Acc：0.9166666666666666
Iteration: 600 || Loss: 0.9785 || 7.1161 sec. || Acc：0.8958333333333334
Iteration: 700 || Loss: 0.9263 || 7.1143 sec. || Acc：0.90625
Iteration: 800 || Loss: 0.8211 || 7.0907 sec. || Acc：0.9166666666666666
Iteration: 900 || Loss: 0.7432 || 7.1518 sec. || Acc：0.8958333333333334
Iteration: 1000 || Loss: 0.3182 || 7.1718 sec. || Acc：0.9791666666666666
Iteration: 1100 || Loss: 0.5181 || 7.1481 sec. || Acc：0.9583333333333334
Iteration: 1200 || Loss: 0.9812 || 7.1125 sec. || Acc：0.9166666666666666
Iteration: 1300 || Loss: 0.4419 || 7.1967 sec. || Acc：0.9375
Iteration: 1400 || Loss: 0.4676 || 7.1838 sec. || Acc：0.9270833333333334
Iteration: 1500 || Loss: 0.4985 || 7.1613 sec. || Acc：0.9479166666666666
Iteration: 1600 || Loss: 0.6124 || 7.2347 sec. || Acc：0.9375
Iteration: 1700 || Loss: 0.3165 || 7.2744 sec. || Acc：0.96875
Iteration: 1800 || Loss: 0.3288 || 7.3421 sec. || Acc：0.96875
Iteration: 1900 || Loss: 0.6548 || 7.4106 sec. || Acc：0.9166666666666666
Iteration: 2000 || Loss: 0.3463 || 7.3651 sec. || Acc：0.9479166666666666
Iteration: 2100 || Loss: 0.6329 || 7.2629 sec. || Acc：0.9270833333333334
Iteration: 2200 || Loss: 0.4590 || 7.2390 sec. || Acc：0.9479166666666666
Iteration: 2300 || Loss: 0.6430 || 7.2029 sec. || Acc：0.9375
Iteration: 2400 || Loss: 0.5651 || 7.2651 sec. || Acc：0.9375
Iteration: 2500 || Loss: 0.8563 || 7.2618 sec. || Acc：0.90625
Epoch 4/10 | train |  Loss: 0.5992 Acc: 0.8598
Epoch 4/10 |  val  |  Loss: 0.3154 Acc: 0.9355
Iteration: 100 || Loss: 0.4225 || 7.3835 sec. || Acc：0.9375
Iteration: 200 || Loss: 0.3629 || 7.3041 sec. || Acc：0.9270833333333334
Iteration: 300 || Loss: 0.5439 || 7.3428 sec. || Acc：0.90625
Iteration: 400 || Loss: 0.7204 || 7.3012 sec. || Acc：0.90625
Iteration: 500 || Loss: 0.4038 || 7.2000 sec. || Acc：0.9791666666666666
Iteration: 600 || Loss: 0.5585 || 7.2865 sec. || Acc：0.9270833333333334
Iteration: 700 || Loss: 0.4078 || 7.3031 sec. || Acc：0.9375
Iteration: 800 || Loss: 0.6526 || 7.3292 sec. || Acc：0.9375
Iteration: 900 || Loss: 0.4933 || 7.1700 sec. || Acc：0.9583333333333334
Iteration: 1000 || Loss: 0.4373 || 7.2760 sec. || Acc：0.9479166666666666
Iteration: 1100 || Loss: 0.3553 || 7.3836 sec. || Acc：0.96875
Iteration: 1200 || Loss: 0.2154 || 7.4663 sec. || Acc：0.96875
Iteration: 1300 || Loss: 0.4150 || 7.3270 sec. || Acc：0.9479166666666666
Iteration: 1400 || Loss: 0.5041 || 7.5132 sec. || Acc：0.9479166666666666
Iteration: 1500 || Loss: 0.1948 || 7.2547 sec. || Acc：0.9791666666666666
Iteration: 1600 || Loss: 0.3578 || 7.3361 sec. || Acc：0.96875
Iteration: 1700 || Loss: 0.2100 || 7.3915 sec. || Acc：0.96875
Iteration: 1800 || Loss: 0.6720 || 7.4647 sec. || Acc：0.9270833333333334
Iteration: 1900 || Loss: 0.5221 || 7.3319 sec. || Acc：0.96875
Iteration: 2000 || Loss: 0.9064 || 7.3842 sec. || Acc：0.8958333333333334
Iteration: 2100 || Loss: 0.3094 || 7.2030 sec. || Acc：0.9583333333333334
Iteration: 2200 || Loss: 0.3157 || 7.3596 sec. || Acc：0.96875
Iteration: 2300 || Loss: 0.4641 || 7.1656 sec. || Acc：0.9479166666666666
Iteration: 2400 || Loss: 0.1677 || 7.1701 sec. || Acc：0.96875
Iteration: 2500 || Loss: 0.8627 || 7.3135 sec. || Acc：0.9479166666666666
Epoch 5/10 | train |  Loss: 0.5055 Acc: 0.8852
Epoch 5/10 |  val  |  Loss: 0.2984 Acc: 0.9349
Iteration: 100 || Loss: 0.5865 || 7.6838 sec. || Acc：0.9166666666666666
Iteration: 200 || Loss: 0.4072 || 7.3966 sec. || Acc：0.96875
Iteration: 300 || Loss: 0.4105 || 7.3626 sec. || Acc：0.9583333333333334
Iteration: 400 || Loss: 0.3582 || 7.3497 sec. || Acc：0.9479166666666666
Iteration: 500 || Loss: 0.4429 || 7.4232 sec. || Acc：0.9270833333333334
Iteration: 600 || Loss: 0.6507 || 7.5309 sec. || Acc：0.9479166666666666
Iteration: 700 || Loss: 0.4536 || 7.2418 sec. || Acc：0.9583333333333334
Iteration: 800 || Loss: 0.2889 || 7.3532 sec. || Acc：0.9583333333333334
Iteration: 900 || Loss: 0.5997 || 7.5547 sec. || Acc：0.9270833333333334
Iteration: 1000 || Loss: 0.9647 || 9.3192 sec. || Acc：0.9166666666666666
Iteration: 1100 || Loss: 0.4437 || 8.6938 sec. || Acc：0.9375
Iteration: 1200 || Loss: 0.4666 || 8.4276 sec. || Acc：0.9270833333333334
Iteration: 1300 || Loss: 0.0651 || 8.0354 sec. || Acc：1.0
Iteration: 1400 || Loss: 0.1822 || 7.7963 sec. || Acc：0.9791666666666666
Iteration: 1500 || Loss: 0.2883 || 7.4313 sec. || Acc：0.96875
Iteration: 1600 || Loss: 0.5866 || 7.3962 sec. || Acc：0.9583333333333334
Iteration: 1700 || Loss: 0.7402 || 7.1106 sec. || Acc：0.90625
Iteration: 1800 || Loss: 0.6339 || 7.2125 sec. || Acc：0.9166666666666666
Iteration: 1900 || Loss: 0.1527 || 7.2769 sec. || Acc：0.9895833333333334
Iteration: 2000 || Loss: 0.6331 || 7.3069 sec. || Acc：0.90625
Iteration: 2100 || Loss: 0.5112 || 7.2652 sec. || Acc：0.9479166666666666
Iteration: 2200 || Loss: 0.2799 || 7.5312 sec. || Acc：0.96875
Iteration: 2300 || Loss: 0.4142 || 7.5830 sec. || Acc：0.9479166666666666
Iteration: 2400 || Loss: 0.2424 || 7.5066 sec. || Acc：0.96875
Iteration: 2500 || Loss: 0.5731 || 8.0780 sec. || Acc：0.9583333333333334
Epoch 6/10 | train |  Loss: 0.4386 Acc: 0.9032
Epoch 6/10 |  val  |  Loss: 0.2448 Acc: 0.9494
Iteration: 100 || Loss: 0.1732 || 7.5309 sec. || Acc：0.9895833333333334
Iteration: 200 || Loss: 0.8116 || 7.3593 sec. || Acc：0.8958333333333334
Iteration: 300 || Loss: 0.2339 || 7.2506 sec. || Acc：0.96875
Iteration: 400 || Loss: 0.2535 || 7.4346 sec. || Acc：0.9583333333333334
Iteration: 500 || Loss: 0.5667 || 7.5094 sec. || Acc：0.9166666666666666
Iteration: 600 || Loss: 0.2905 || 7.0148 sec. || Acc：0.9791666666666666
Iteration: 700 || Loss: 0.4323 || 8.1715 sec. || Acc：0.9583333333333334
Iteration: 800 || Loss: 0.5580 || 8.1624 sec. || Acc：0.9583333333333334
Iteration: 900 || Loss: 0.2696 || 7.7412 sec. || Acc：0.96875
Iteration: 1000 || Loss: 0.5479 || 7.5181 sec. || Acc：0.90625
Iteration: 1100 || Loss: 0.3134 || 7.2705 sec. || Acc：0.96875
Iteration: 1200 || Loss: 0.2872 || 7.1176 sec. || Acc：0.9583333333333334
Iteration: 1300 || Loss: 0.4488 || 6.9426 sec. || Acc：0.9583333333333334
Iteration: 1400 || Loss: 0.5744 || 6.8955 sec. || Acc：0.9270833333333334
Iteration: 1500 || Loss: 0.0999 || 7.0405 sec. || Acc：0.9895833333333334
Iteration: 1600 || Loss: 0.2967 || 7.3739 sec. || Acc：0.96875
Iteration: 1700 || Loss: 0.3333 || 7.5444 sec. || Acc：0.9479166666666666
Iteration: 1800 || Loss: 0.5089 || 7.4438 sec. || Acc：0.9583333333333334
Iteration: 1900 || Loss: 0.3027 || 7.7385 sec. || Acc：0.9791666666666666
Iteration: 2000 || Loss: 0.6841 || 7.5030 sec. || Acc：0.9479166666666666
Iteration: 2100 || Loss: 0.4961 || 7.4693 sec. || Acc：0.9375
Iteration: 2200 || Loss: 0.2759 || 7.5202 sec. || Acc：0.96875
Iteration: 2300 || Loss: 0.6310 || 7.5138 sec. || Acc：0.9375
Iteration: 2400 || Loss: 0.7080 || 7.4221 sec. || Acc：0.9166666666666666
Iteration: 2500 || Loss: 0.2306 || 7.3894 sec. || Acc：0.9791666666666666
Epoch 7/10 | train |  Loss: 0.3959 Acc: 0.9122
Epoch 7/10 |  val  |  Loss: 0.2070 Acc: 0.9573
Iteration: 100 || Loss: 0.1207 || 7.6557 sec. || Acc：0.9895833333333334
Iteration: 200 || Loss: 0.3909 || 7.5467 sec. || Acc：0.9583333333333334
Iteration: 300 || Loss: 0.3269 || 7.6704 sec. || Acc：0.9583333333333334
Iteration: 400 || Loss: 0.2753 || 7.4105 sec. || Acc：0.9791666666666666
Iteration: 500 || Loss: 0.4107 || 7.6211 sec. || Acc：0.9583333333333334
Iteration: 600 || Loss: 0.3500 || 7.4517 sec. || Acc：0.96875
Iteration: 700 || Loss: 0.0836 || 7.5286 sec. || Acc：1.0
Iteration: 800 || Loss: 0.4168 || 7.5094 sec. || Acc：0.9583333333333334
Iteration: 900 || Loss: 0.3014 || 7.6639 sec. || Acc：0.96875
Iteration: 1000 || Loss: 0.2872 || 9.6845 sec. || Acc：0.96875
Iteration: 1100 || Loss: 0.2487 || 9.0667 sec. || Acc：0.9791666666666666
Iteration: 1200 || Loss: 0.1251 || 8.3541 sec. || Acc：0.9895833333333334
Iteration: 1300 || Loss: 0.4219 || 8.0429 sec. || Acc：0.9479166666666666
Iteration: 1400 || Loss: 0.0592 || 7.8041 sec. || Acc：1.0
Iteration: 1500 || Loss: 0.3827 || 7.5669 sec. || Acc：0.9583333333333334
Iteration: 1600 || Loss: 0.3452 || 7.3125 sec. || Acc：0.9479166666666666
Iteration: 1700 || Loss: 0.1725 || 7.1962 sec. || Acc：0.9895833333333334
Iteration: 1800 || Loss: 0.4982 || 7.1052 sec. || Acc：0.9375
Iteration: 1900 || Loss: 1.1675 || 7.0695 sec. || Acc：0.9166666666666666
Iteration: 2000 || Loss: 0.2761 || 7.1006 sec. || Acc：0.9791666666666666
Iteration: 2100 || Loss: 0.0793 || 7.1375 sec. || Acc：1.0
Iteration: 2200 || Loss: 0.0988 || 7.1287 sec. || Acc：1.0
Iteration: 2300 || Loss: 0.1938 || 7.1664 sec. || Acc：0.9791666666666666
Iteration: 2400 || Loss: 0.3410 || 7.1021 sec. || Acc：0.9479166666666666
Iteration: 2500 || Loss: 0.4687 || 7.1027 sec. || Acc：0.9479166666666666
Epoch 8/10 | train |  Loss: 0.3552 Acc: 0.9220
Epoch 8/10 |  val  |  Loss: 0.1856 Acc: 0.9653
Iteration: 100 || Loss: 0.4119 || 7.2907 sec. || Acc：0.9791666666666666
Iteration: 200 || Loss: 0.3931 || 7.1445 sec. || Acc：0.9583333333333334
Iteration: 300 || Loss: 0.2945 || 7.1378 sec. || Acc：0.96875
Iteration: 400 || Loss: 0.4715 || 7.2630 sec. || Acc：0.9375
Iteration: 500 || Loss: 0.5064 || 7.4668 sec. || Acc：0.9583333333333334
Iteration: 600 || Loss: 0.4882 || 7.3657 sec. || Acc：0.9270833333333334
Iteration: 700 || Loss: 0.2889 || 7.4058 sec. || Acc：0.9791666666666666
Iteration: 800 || Loss: 0.2401 || 7.5215 sec. || Acc：0.9583333333333334
Iteration: 900 || Loss: 0.6523 || 7.4261 sec. || Acc：0.9166666666666666
Iteration: 1000 || Loss: 0.5429 || 7.6753 sec. || Acc：0.9583333333333334
Iteration: 1100 || Loss: 0.2650 || 7.6648 sec. || Acc：0.9583333333333334
Iteration: 1200 || Loss: 0.2580 || 7.7156 sec. || Acc：0.96875
Iteration: 1300 || Loss: 0.5587 || 7.2723 sec. || Acc：0.96875
Iteration: 1400 || Loss: 0.2720 || 7.1460 sec. || Acc：0.9791666666666666
Iteration: 1500 || Loss: 0.2303 || 7.2544 sec. || Acc：0.96875
Iteration: 1600 || Loss: 0.2253 || 7.7806 sec. || Acc：0.9791666666666666
Iteration: 1700 || Loss: 0.5193 || 7.5526 sec. || Acc：0.9270833333333334
Iteration: 1800 || Loss: 0.1812 || 7.3497 sec. || Acc：0.96875
Iteration: 1900 || Loss: 0.4743 || 7.1307 sec. || Acc：0.9583333333333334
Iteration: 2000 || Loss: 0.2036 || 7.0258 sec. || Acc：0.9791666666666666
Iteration: 2100 || Loss: 0.4990 || 7.0876 sec. || Acc：0.9375
Iteration: 2200 || Loss: 0.3646 || 7.1042 sec. || Acc：0.96875
Iteration: 2300 || Loss: 0.3408 || 7.1070 sec. || Acc：0.9479166666666666
Iteration: 2400 || Loss: 0.7666 || 7.1067 sec. || Acc：0.90625
Iteration: 2500 || Loss: 0.4064 || 7.7270 sec. || Acc：0.9583333333333334
Epoch 9/10 | train |  Loss: 0.3274 Acc: 0.9292
Epoch 9/10 |  val  |  Loss: 0.1878 Acc: 0.9612
Iteration: 100 || Loss: 0.5231 || 7.3146 sec. || Acc：0.9479166666666666
Iteration: 200 || Loss: 0.1507 || 7.0699 sec. || Acc：0.9895833333333334
Iteration: 300 || Loss: 0.3069 || 7.1009 sec. || Acc：0.9479166666666666
Iteration: 400 || Loss: 0.2818 || 7.1518 sec. || Acc：0.9583333333333334
Iteration: 500 || Loss: 0.0911 || 7.1473 sec. || Acc：1.0
Iteration: 600 || Loss: 0.4330 || 7.4255 sec. || Acc：0.96875
Iteration: 700 || Loss: 0.1300 || 7.7587 sec. || Acc：0.9895833333333334
Iteration: 800 || Loss: 0.5576 || 7.7456 sec. || Acc：0.9270833333333334
Iteration: 900 || Loss: 0.2082 || 7.7257 sec. || Acc：0.96875
Iteration: 1000 || Loss: 0.4388 || 7.7141 sec. || Acc：0.9479166666666666
Iteration: 1100 || Loss: 0.1468 || 7.7123 sec. || Acc：0.9895833333333334
Iteration: 1200 || Loss: 0.1129 || 7.6940 sec. || Acc：0.9791666666666666
Iteration: 1300 || Loss: 0.3188 || 7.7262 sec. || Acc：0.96875
Iteration: 1400 || Loss: 0.2325 || 7.7643 sec. || Acc：0.96875
Iteration: 1500 || Loss: 0.5123 || 7.7782 sec. || Acc：0.9479166666666666
Iteration: 1600 || Loss: 0.0973 || 7.7646 sec. || Acc：1.0
Iteration: 1700 || Loss: 0.7989 || 7.7492 sec. || Acc：0.9375
Iteration: 1800 || Loss: 0.2791 || 7.7387 sec. || Acc：0.9791666666666666
Iteration: 1900 || Loss: 0.3853 || 7.7679 sec. || Acc：0.9583333333333334
Iteration: 2000 || Loss: 0.5190 || 7.7763 sec. || Acc：0.9479166666666666
Iteration: 2100 || Loss: 0.6555 || 7.7701 sec. || Acc：0.9479166666666666
Iteration: 2200 || Loss: 0.3584 || 7.8041 sec. || Acc：0.9583333333333334
Iteration: 2300 || Loss: 0.3376 || 7.5815 sec. || Acc：0.9375
Iteration: 2400 || Loss: 0.4951 || 7.5945 sec. || Acc：0.9479166666666666
Iteration: 2500 || Loss: 0.8307 || 7.5386 sec. || Acc：0.9375
Epoch 10/10 | train |  Loss: 0.3047 Acc: 0.9339
Epoch 10/10 |  val  |  Loss: 0.1680 Acc: 0.9696
